Player,NF,RW,Salary,Actual
Z. Williams,17.5,20.90,4200,18.75
B. Clarke,20.3,20.58,4400,24.5
K. Anderson,18.8,18.02,5400,19.5
D. Melton,17.7,17.24,4800,37
T. Ross,17.3,16.60,3400,4.75
M. Wagner,11.2,12.19,2800,18.75
T. Jones,14.0,10.75,3000,20.75
J. Konchar,9.8,9.39,4000,12.25
C. Paul,44.3,45.16,12400,36
D. Booker,42.8,44.34,12200,27.25
K. Kuzma,36.4,38.41,10400,22.5
D. Ayton,34.2,33.81,9600,48.5
S. Dinwiddie,31.1,31.51,9200,10
M. Bridges,27.6,28.05,8800,26.25
M. Harrell,27.1,27.03,5600,28.25
K. Caldwell-Pope,21.8,23.52,4200,13.25
C. Johnson,22.3,21.05,6600,19.75
D. Avdija,19.3,20.23,4000,17.25
J. Crowder,22.8,19.47,4800,18.25
J. McGee,17.9,18.24,3600,27.5
R. Hachimura,13.6,17.97,2400,11.5
T. Bryant,22.7,17.60,3000,10
A. Holiday,16.2,15.50,1000,18.25
R. Neto,9.2,13.65,1400,21.25
C. Kispert,17.8,13.02,2000,10.5
E. Payton,11.0,10.97,2200,3
I. Wainright,6.3,10.36,2800,3.25
B. Biyombo,0.0,8.08,5400,10
D. Gafford,0.0,6.65,3800,10.25
L. James,45.3,45.11,12000,66.25
A. Davis,43.2,44.82,11400,68.25
J. Randle,42.6,41.92,9800,66.5
R. Westbrook,40.6,41.28,11000,21
R. Barrett,34.9,33.27,8000,56
M. Monk,27.3,30.21,7000,33.5
M. Robinson,25.4,27.49,6400,23.75
E. Fournier,25.3,24.62,6600,27
I. Quickley,18.8,21.03,3600,1.5
N. Noel,15.6,17.33,3200,11.25
K. Walker,19.8,16.71,4400,14.75
Q. Grimes,17.9,16.25,2800,5
A. Burks,17.0,15.81,5800,29
S. Johnson,16.6,14.94,3000,20.25
T. Horton-Tucker,15.9,13.93,4000,15
O. Toppin,10.7,13.47,2400,10.25
A. Bradley,13.9,12.74,2200,1.25
A. Reaves,13.8,12.35,3400,14.25
D. Howard,13.9,11.68,2600,0
K. Bazemore,0.0,4.77,1000,0
T. Ariza,0.0,4.71,1600,28.5
C. Reddish,0.0,3.49,3800,0
T. Gibson,0.0,1.59,1000,0
G. Antetokounmpo,54.2,56.25,13200,52.75
J. Nurkic,42.4,44.66,9400,32
B. Portis,31.5,37.08,7400,51
A. Simons,34.7,36.39,7800,26.75
C. McCollum,40.9,40.63,9600,31
K. Middleton,35.7,38.26,9000,40.75
J. Holiday,34.8,38.42,8800,23.5
D. DiVincenzo,20.0,17.31,4000,14.5
G. Allen,21.5,23.65,5000,15.5
B. McLemore,15.4,16.27,2600,28.5
C. Elleby,18.3,24.62,1000,6.75
P. Connaughton,17.5,19.96,3000,13
T. Snell,18.0,20.98,1000,15.25
T. Watford,18.6,20.31,1800,16
G. Brown,7.3,15.67,1000,19
D. Smith,16.3,10.25,2200,21
W. Matthews,9.2,9.51,2800,1
S. Mamukelashvili,2.6,4.54,1600,11.75
J. Cumberland,0.2,0.00,1000,0
R. Hood,3.9,0.00,2000,6.5
N. Jokic,60.7,57.75,14800,66.5
K. Irving,48.9,42.40,12200,59.75
P. Mills,27.8,29.44,6800,27.5
W. Barton,31.2,30.95,8000,36.5
A. Gordon,28.8,25.89,7000,41.25
D. Sharpe,24.6,31.43,4800,7.75
M. Morris,26.2,24.35,6600,30.25
B. Griffin,26.0,21.64,4600,29
C. Thomas,23.3,22.36,5000,36.25
J. Johnson,21.4,17.90,3000,11.5
D. Bembry,19.4,22.56,4000,19.75
J. Green,12.3,15.34,1200,22.25
B. Brown,9.1,17.62,2400,18.25
K. Edwards,18.6,15.25,3400,13
Z. Nnaji,14.0,12.03,3800,11.75
B. Hyland,0.0,14.05,3200,16.25
J. Carter,12.3,13.61,1800,0.75
J. Green,16.4,15.59,3600,22.25
B. Forbes,14.7,14.56,2800,21.25
D. Cousins,0.0,14.95,2600,19.25
A. Rivers,13.8,13.48,2200,0
J. Butler,42.7,45.32,12800,28.75
B. Adebayo,41.4,40.08,12200,36.25
K. Kuzma,35.5,38.39,10200,17
K. Lowry,33.1,31.57,9200,26.5
S. Dinwiddie,32.2,27.92,8800,22.75
M. Harrell,26.2,26.51,6000,16.25
K. Caldwell-Pope,21.6,23.73,3600,13.75
G. Vincent,9.1,23.26,4800,38
M. Strus,20.2,23.07,4600,15.5
D. Robinson,21.4,22.17,3800,13.75
P. Tucker,20.1,21.13,4400,15.25
D. Avdija,19.2,19.39,4000,22
D. Dedmon,13.3,17.96,3400,17.75
A. Holiday,16.0,17.65,2000,30
R. Neto,10.4,17.31,2200,6.5
R. Hachimura,15.0,17.18,2800,18.75
T. Bryant,18.9,16.84,3000,12.75
C. Kispert,15.0,13.75,1000,31
K. Guy,0.0,5.30,1000,7.5
C. Martin,19.9,0.00,4200,22.25
J. Randle,40.3,41.21,10000,45.5
D. Mitchell,41.9,40.77,9400,58.75
R. Barrett,33.2,35.19,8200,40.75
M. Conley,30.0,31.31,7600,34.75
B. Bogdanovic,27.2,30.18,8000,27.5
H. Whiteside,35.4,29.49,6800,14.5
E. Fournier,28.8,28.64,6600,27.5
M. Robinson,24.5,27.87,6200,58.25
A. Burks,29.7,25.43,5200,15
J. Clarkson,27.7,25.34,7200,22.5
R. O'Neale,23.0,23.33,4800,13.5
O. Toppin,11.3,19.35,2400,2.5
U. Azubuike,14.5,19.22,3200,30
I. Quickley,27.7,18.87,3600,16.25
E. Paschall,12.6,16.56,2600,11.5
N. Noel,17.0,16.30,2800,5.25
C. Reddish,15.3,11.15,4200,9.5
T. Forrest,15.7,10.89,3800,15.25
E. Hughes,0.0,7.34,1800,0
T. Gibson,0.0,3.03,1000,0
J. Embiid,56.4,55.19,12800,61
C. Paul,44.0,43.99,10600,42
D. Booker,44.1,43.68,10400,48
M. Bridges,27.5,28.03,7200,31.5
T. Harris,36.5,36.05,9200,42.25
D. Ayton,32.3,32.24,8400,20.5
T. Maxey,31.6,31.60,8600,26.5
S. Curry,27.6,25.79,6400,13
F. Korkmaz,12.5,17.67,4200,13.25
J. McGee,20.4,17.94,3200,38.5
J. Crowder,20.9,19.62,4400,29.5
C. Johnson,18.9,20.91,5000,12.25
A. Drummond,17.6,17.27,4800,25.75
M. Thybulle,17.1,13.68,2600,17.75
G. Niang,7.7,13.11,3400,18.75
I. Wainright,0.0,8.62,2200,0
D. Green,17.1,15.78,3000,3.25
B. Biyombo,0.0,7.83,4000,0
E. Payton,14.2,12.81,2000,13.75
J. Smith,10.6,0.00,1800,4.5
I. Joe,4.0,3.14,1000,0
J. Tatum,46.5,44.98,11400,34.25
J. Brown,40.4,38.62,10600,43.25
B. Griffin,29.8,33.17,5200,15.5
R. Williams,31.3,33.06,8600,36.75
C. Thomas,27.6,30.20,5400,28.75
P. Mills,30.2,29.50,7000,12
M. Smart,26.9,28.20,6400,34.25
A. Horford,25.7,25.71,6800,31.25
J. Johnson,22.2,25.09,3400,31.75
K. Edwards,20.6,24.26,3000,3.25
D. Bembry,23.9,24.20,4200,10.75
D. Sharpe,29.4,22.73,3600,17.75
B. Brown,17.8,19.18,4400,9.75
J. Richardson,19.1,18.75,4000,7.5
J. Carter,0.0,17.02,1000,34.75
G. Williams,14.4,17.01,3200,13.75
D. Schroder,14.8,16.00,4800,17
R. Langford,4.5,5.96,1000,0.75
A. Nesmith,0.0,2.68,1000,6.5
P. Pritchard,0.0,2.61,1000,13.5
B. Fernando,0.0,1.65,1000,5.25
D. Duke,12.2,0.00,1000,28.25
J. Morant,47.8,50.55,12400,46.25
J. Jackson,33.9,37.95,8600,47.25
D. Bane,32.5,33.72,8800,19.5
S. Adams,24.3,30.62,7000,22.5
M. Morris,26.1,30.29,8200,12
R. Jackson,30.0,27.24,8000,18.5
N. Powell,32.7,26.44,9000,27
I. Zubac,22.3,24.68,4600,11.75
B. Clarke,20.0,22.74,4200,38.75
R. Covington,21.5,21.38,6800,29
S. Ibaka,0.0,20.85,5200,0
Z. Williams,18.2,20.63,3000,13.75
A. Coffey,17.5,19.21,4800,14.75
L. Kennard,21.4,17.81,4000,11.75
K. Anderson,20.1,17.80,5000,27
D. Melton,19.1,17.49,5400,24
N. Batum,21.1,16.02,4400,13.25
T. Mann,16.9,14.98,3800,36
I. Hartenstein,18.1,14.03,1800,39.75
T. Jones,14.9,10.85,3600,14.5
J. Konchar,10.5,9.27,3200,20.25
N. Jokic,59.0,57.28,14600,43.75
J. Randle,44.5,47.18,10600,58
R. Barrett,37.0,37.78,8800,25.5
A. Gordon,30.7,29.54,7800,38
E. Fournier,26.0,28.32,7600,41.75
M. Morris,25.5,26.75,7200,15.75
W. Barton,30.3,31.01,8600,39.25
A. Burks,21.8,22.69,6200,24.5
K. Walker,25.8,19.22,4800,15.5
I. Quickley,19.0,18.56,3800,12.75
C. Reddish,12.4,12.16,4400,2.75
B. Forbes,14.1,22.17,3600,12
J. Green,15.8,16.34,4600,11.25
T. Gibson,25.1,20.58,1000,23.5
B. Hyland,0.0,18.51,4000,35.5
Z. Nnaji,14.1,20.42,4200,23.25
O. Toppin,18.6,14.53,2400,18.25
J. Green,0.1,15.42,1000,32.5
D. Cousins,16.4,0.00,3400,0
J. Sims,0.0,8.30,1000,10.25
A. Rivers,13.6,0.00,2000,0
L. James,51.8,53.86,11400,44.75
G. Antetokounmpo,56.0,53.65,12200,82
A. Davis,44.9,50.02,11000,46.75
J. Holiday,37.1,39.01,8800,45.25
K. Middleton,35.3,36.47,8400,34.75
R. Westbrook,37.9,36.12,9600,31.5
B. Portis,31.0,33.76,7400,39.25
M. Monk,28.8,32.96,7000,35.75
G. Allen,19.6,21.49,4600,21.75
T. Ariza,14.8,18.72,3800,15.75
P. Connaughton,18.3,18.68,4000,15.5
T. Horton-Tucker,16.2,16.81,3600,21.25
G. Monroe,11.1,16.41,1800,4.5
S. Johnson,16.2,15.78,3400,25
D. DiVincenzo,17.3,15.62,3200,17.25
A. Reaves,12.9,11.71,3000,12.25
A. Bradley,10.4,8.58,1600,0.75
W. Matthews,9.6,7.00,1000,2.75
R. Hood,0.0,6.20,1000,0
J. Nwora,6.4,0.00,2200,0
D. Murray,48.5,45.15,11000,36
K. Love,30.1,37.49,7800,20
J. Allen,37.2,38.21,8800,39
D. Garland,37.5,34.03,9000,42.75
E. Mobley,34.4,32.01,7600,41
J. Poeltl,32.6,36.07,8200,31.75
K. Johnson,27.9,28.58,7000,30.75
C. LeVert,34.2,30.63,9600,17.75
D. White,31.7,28.38,6800,33
I. Okoro,19.5,18.27,3600,25
D. Vassell,21.7,20.73,4200,31.25
D. McDermott,19.9,15.55,4800,9
C. Osman,14.5,17.86,5800,9.75
L. Walker,19.3,16.46,4400,4.25
Z. Collins,15.7,24.84,3200,19.25
R. Rondo,13.5,15.42,4600,16.75
J. Primo,9.9,11.64,2000,5.75
D. Wade,13.8,8.55,3000,2.75
K. Bates-Diop,8.4,7.27,1400,3.5
L. Stevens,0.0,4.39,1800,0
L. Ball,47.8,48.33,9400,60.25
N. Vucevic,48.8,46.17,10000,54.25
Z. LaVine,41.5,43.58,9800,44.75
D. DeRozan,46.7,45.54,10400,47.25
M. Bridges,38.7,39.82,8400,38.25
T. Rozier,40.5,37.04,7600,30.5
K. Oubre,32.5,34.17,6600,27.5
C. White,30.5,29.61,5800,26.75
M. Plumlee,28.8,28.37,6200,24.75
P. Washington,31.1,30.33,5400,19.5
J. Green,22.0,26.18,4600,16.25
M. Thomas,17.4,13.17,1400,3.5
N. Richards,14.1,10.52,1000,10.25
T. Brown,16.8,17.74,2800,24
M. Hill,4.0,11.66,1200,13
T. Bradley,11.8,11.40,2000,3.25
I. Smith,12.9,9.64,2200,10.5
J. Thor,0.0,7.59,1000,0
P. Siakam,42.6,45.79,11200,59
F. VanVleet,39.6,42.23,10600,35.5
D. Bazley,29.7,35.61,7200,24
L. Dort,30.8,33.71,7800,26
O. Anunoby,31.1,34.82,8800,33.5
G. Trent,27.4,31.05,8200,30.75
T. Mann,25.5,28.35,6000,9
S. Barnes,30.5,33.49,8400,25.5
J. Giddey,31.6,38.35,9400,34.75
C. Boucher,19.1,20.09,5600,16.75
K. Williams,22.3,24.68,5000,33
T. Jerome,18.3,19.10,4400,26.25
P. Achiuwa,12.2,16.56,3400,16.25
A. Pokusevski,17.1,10.57,3800,38
T. Maledon,11.8,8.75,1000,30
D. Favors,19.7,20.98,2600,3.75
D. Banton,5.2,8.60,1000,3.5
K. Birch,6.8,4.17,1000,4.25
P. Watson,3.9,0.00,1000,0
S. Curry,48.7,47.77,11200,27.25
D. Mitchell,43.0,43.54,9800,43.5
M. Conley,30.7,30.67,7800,26.5
B. Bogdanovic,29.1,29.01,7400,32
A. Wiggins,31.5,31.92,6800,28.75
J. Poole,31.8,28.13,6600,28.75
J. Clarkson,26.3,23.89,6400,19.5
O. Porter,23.7,20.30,5000,13.5
H. Whiteside,25.0,24.14,6200,50.25
J. Kuminga,21.6,25.47,4600,18.5
K. Looney,23.9,24.66,5400,19.25
U. Azubuike,22.0,26.85,4000,18.25
D. Lee,15.3,18.69,3400,10.75
G. Payton II,15.7,18.62,2800,7
R. O'Neale,22.9,23.40,3800,16.5
M. Moody,11.6,16.49,2400,9.25
E. Paschall,14.7,12.24,1400,8.25
T. Forrest,14.4,14.46,3000,23.75
J. Toscano-Anderson,8.8,10.14,3200,15.75
J. Butler,0.0,4.73,1800,6
C. Chiozza,0.3,0.00,1000,0
J. Morant,46.5,48.25,12200,39
I. Stewart,26.6,29.83,6800,21.5
J. Grant,32.7,32.84,7400,35.5
J. Jackson,32.7,34.32,8800,21.5
D. Bane,30.0,32.07,7800,33.5
S. Bey,30.0,31.39,8000,30.25
S. Adams,22.2,25.35,6600,44
H. Diallo,25.1,26.77,5400,38
C. Joseph,22.6,26.08,4800,22
B. Clarke,20.1,25.52,5800,33.25
K. Hayes,18.5,19.28,4400,9
K. Anderson,19.0,19.19,5000,34.25
K. Olynyk,21.7,26.67,3800,20.25
J. Konchar,9.6,15.42,4000,12
F. Jackson,18.0,19.30,3200,19.25
D. Melton,18.2,19.65,5200,29
Z. Williams,17.0,17.88,2600,12.75
T. Jones,13.8,16.71,3000,13.5
S. Lee,15.3,7.21,1000,0
R. McGruder,8.1,10.92,1800,13.5
K. Kuzma,38.5,44.48,9800,48.25
K. Irving,46.6,45.67,13000,48.25
P. Mills,26.0,29.21,6600,19.5
C. Thomas,19.6,28.39,6800,37.5
K. Caldwell-Pope,24.6,28.34,3400,26.25
D. Sharpe,24.1,30.00,3600,25
R. Neto,27.9,28.47,1600,30.25
C. Kispert,23.9,26.40,1800,18
B. Brown,26.2,27.18,4000,9.5
T. Bryant,26.1,26.63,2400,31.5
B. Griffin,24.2,28.13,5200,31.75
D. Avdija,23.4,26.27,3800,24.5
R. Hachimura,20.0,28.54,2800,29.5
J. Johnson,20.7,23.41,5000,23.25
K. Edwards,14.2,19.80,2200,6.5
C. Winston,12.0,9.70,1000,8.5
A. Gill,11.3,10.30,1000,19.5
D. Duke,14.5,0.00,3000,0
I. Todd,10.4,0.00,1000,0
J. Carter,7.9,0.00,2000,9.75
L. Doncic,61.8,54.18,15400,75.25
R. Jackson,28.4,26.85,8000,36
J. Brunson,33.7,35.98,8800,22.25
M. Morris,25.1,30.01,8400,26
D. Finney-Smith,24.7,26.37,6600,27.75
N. Powell,28.8,25.39,9000,37
D. Powell,22.9,21.70,5400,17
R. Covington,21.1,21.41,6800,8
R. Bullock,22.3,22.74,7000,18.5
I. Hartenstein,25.3,25.23,4000,8.5
N. Batum,20.4,19.58,3800,20.25
M. Kleber,20.6,19.55,4600,22.75
I. Zubac,22.0,25.50,4200,11.75
L. Kennard,18.2,15.36,3600,22
A. Coffey,17.2,18.39,4400,3.5
T. Mann,16.6,16.35,4800,28.25
M. Chriss,15.2,13.88,2200,2.5
F. Ntilikina,11.8,9.45,1400,5.5
J. Green,13.0,15.30,2000,10.75
T. Burke,0.2,11.22,3200,3.5
S. Brown,6.4,3.99,3400,0
G. Antetokounmpo,57.9,55.17,13200,39.25
D. Booker,45.3,46.28,10200,34.5
C. Paul,45.5,46.15,10400,58.75
J. Holiday,37.4,37.51,9200,33.25
K. Middleton,36.8,36.40,8800,26.25
B. Portis,35.9,34.76,8000,26.25
D. Ayton,35.5,33.72,7600,39.25
M. Bridges,30.2,30.47,7200,26.75
J. Crowder,23.5,24.37,4600,24
J. McGee,24.0,23.92,4200,22.5
C. Johnson,22.9,22.31,4000,34
G. Allen,20.0,19.60,4800,15
P. Connaughton,19.1,18.36,3200,8
G. Monroe,14.0,15.24,1000,20.5
E. Payton,16.3,13.49,1800,5
J. Nwora,13.0,10.52,1000,6
W. Matthews,12.1,8.15,1000,3.5
I. Wainright,0.0,6.85,1000,7
S. Mamukelashvili,0.0,3.66,1000,3.25
J. Allen,36.6,37.37,8000,46
E. Mobley,35.1,33.18,7400,20.75
K. Love,26.5,33.08,7200,21.5
C. Duarte,29.9,30.88,6800,30.5
T. Haliburton,34.6,36.48,8400,40.75
C. LeVert,32.7,31.21,8600,39
G. Bitadze,27.0,31.34,5200,6.25
B. Goodwin,22.8,19.25,5800,0
I. Jackson,24.8,18.16,6000,17.75
B. Hield,29.2,25.90,5600,40.75
L. Stephenson,21.7,20.42,5000,12
C. Osman,15.9,20.19,4800,18.5
R. Rondo,21.8,21.88,4000,40.75
D. Washington,17.6,22.66,4400,6.5
O. Brissett,19.9,24.10,4200,42.75
I. Okoro,18.1,20.58,3600,19.25
D. Wade,12.9,14.40,2200,21.75
K. Sykes,0.0,6.38,3800,0
K. Pangos,0.3,2.06,1000,0
D. Windler,0.3,0.00,1000,0
L. Stevens,0.4,0.00,2000,0
N. Jokic,58.3,57.77,13400,65
J. Tatum,46.1,44.33,10800,44.5
J. Brown,40.2,38.12,10000,29.75
R. Williams,35.9,30.52,8400,49.5
W. Barton,31.0,29.91,8000,25
A. Gordon,30.0,26.84,7600,32.5
M. Smart,28.6,26.45,7200,47.25
A. Horford,26.0,25.20,7000,33.75
B. Hyland,0.0,24.02,4800,13
Z. Nnaji,13.9,18.63,4400,14.5
G. Williams,13.9,17.53,3000,13.75
D. Cousins,0.0,16.84,3200,0
J. Green,13.2,14.26,4200,16
B. Forbes,18.9,12.04,2600,12.25
P. Pritchard,14.4,11.85,3800,9.5
A. Rivers,16.0,10.66,1000,7.5
D. Reed,0.0,10.29,1000,0
A. Nesmith,7.9,6.54,1000,0
F. Campazzo,13.3,4.21,1000,28
M. Howard,0.0,3.58,1000,0
J. Green,14.4,0.00,4000,13.25
J. Ennis,0.6,0.00,1000,0
B. Thomas,0.1,0.00,1000,0
D. Mitchell,43.0,41.81,9400,39.75
C. Anthony,37.3,36.90,8600,33
W. Carter,37.8,36.45,7800,36.75
B. Bogdanovic,27.6,28.79,7400,20.75
M. Conley,30.8,30.60,7600,22.75
F. Wagner,30.2,27.78,6800,25
J. Suggs,31.2,27.43,7000,26.25
H. Whiteside,18.2,27.59,7200,44.5
M. Bamba,30.7,21.80,6200,33
J. Clarkson,28.5,24.33,6400,30.5
R. Gobert,41.5,0.00,9000,0
C. Okeke,21.6,22.65,5000,24.25
R. O'Neale,22.6,21.88,4000,31
G. Harris,18.8,22.29,4800,16.5
U. Azubuike,0.0,25.76,4200,21.75
E. Paschall,14.8,15.82,1000,10
N. Alexander-Walker,11.2,9.31,4600,0
T. Ross,19.5,17.08,2600,19
D. House,0.0,13.58,1000,0
R. Lopez,11.9,7.79,1800,0
I. Brazdeikis,0.0,4.36,1000,0
J. Hernangomez,0.0,1.57,2400,0
T. Forrest,5.4,0.00,3600,20.75
J. Randle,46.4,46.81,11800,56
J. Nurkic,40.2,39.59,9800,45
A. Simons,36.2,39.28,9000,50.25
J. Winslow,27.4,35.82,6000,33.25
J. Hart,29.9,31.08,8000,26.75
M. Robinson,26.2,29.48,7000,8
E. Fournier,28.8,26.50,7400,17.25
C. Elleby,22.9,26.07,5400,14.75
A. Burks,22.6,25.09,6200,24.5
Q. Grimes,21.7,23.06,1400,35.5
K. Walker,22.2,21.30,4400,29.25
T. Gibson,13.9,18.52,3600,19.75
B. McLemore,19.5,17.64,4800,29.75
C. Reddish,14.7,17.38,3800,10.75
T. Watford,17.4,15.22,2400,13.75
I. Quickley,15.7,14.47,3000,6.5
G. Brown,9.4,14.13,4200,10.5
O. Toppin,10.5,11.31,2000,0.75
K. Blevins,8.4,6.47,1200,0
E. Hughes,12.2,4.99,1000,6.75
L. Ball,44.6,43.69,10000,35.5
J. Morant,47.2,46.06,10400,41
M. Bridges,35.7,39.20,8600,23.25
T. Rozier,35.9,36.53,7800,66.5
J. Jackson,33.5,32.63,8000,41.5
D. Bane,32.2,31.25,7200,46
K. Oubre,30.1,32.66,6600,16
S. Adams,24.5,26.28,7000,42.25
P. Washington,25.9,27.99,5800,14
B. Clarke,20.7,26.22,6000,29.5
M. Plumlee,23.4,23.30,6200,28.5
M. Harrell,21.8,24.62,5600,34.25
D. Melton,21.5,25.62,5400,26.25
K. Anderson,19.0,23.68,5200,18.75
T. Jones,14.2,16.89,3000,12
Z. Williams,15.0,14.89,2400,5.5
J. Konchar,14.8,17.56,3600,18
J. Bouknight,15.2,16.59,1000,23.25
N. Richards,6.0,2.76,1000,0
J. Embiid,54.5,54.99,13000,83
T. Harris,36.2,37.03,9800,19.75
D. Garland,35.8,35.77,9600,32
K. Love,29.9,31.13,8000,9.5
T. Maxey,30.3,29.86,8800,23.5
J. Allen,35.2,31.09,9200,22.25
E. Mobley,30.7,31.45,8400,25
C. LeVert,33.6,31.65,10000,26.75
F. Korkmaz,20.1,19.56,4200,14
C. Osman,15.4,16.28,5400,22.25
S. Milton,18.9,14.32,4800,15.75
I. Okoro,17.4,17.85,4400,8.5
D. Green,15.8,15.68,2800,13.75
R. Rondo,15.3,20.79,4600,0
G. Niang,14.9,18.33,3400,11.5
M. Thybulle,18.4,19.99,3000,27
P. Reed,13.3,13.73,1000,20.75
D. Wade,12.9,11.15,2600,19
I. Joe,0.0,3.21,1000,0
K. Irving,48.6,46.20,11600,49.25
J. Butler,46.0,41.15,11000,23.5
B. Adebayo,41.7,39.22,10600,43.5
C. Thomas,31.8,32.40,7000,35.5
T. Herro,33.5,26.60,7400,24.25
P. Mills,26.2,28.24,5800,17.5
K. Lowry,32.6,30.22,9000,26.75
B. Griffin,23.8,25.34,5600,15
D. Sharpe,21.5,19.96,4200,32.5
J. Johnson,24.4,22.84,4600,13
P. Tucker,19.1,19.23,4000,21
G. Vincent,15.3,23.52,4800,20.75
D. Robinson,17.7,19.41,4400,32.5
K. Edwards,16.5,14.49,2200,27.75
D. Dedmon,15.6,18.08,3000,13.75
M. Strus,16.2,22.01,3600,17
B. Brown,15.4,15.63,3400,21.25
J. Carter,12.0,10.87,1000,2.75
D. Duke,9.3,12.48,2400,3.25
C. Paul,45.3,45.38,10800,44.25
D. Booker,44.1,44.97,10400,43.25
C. Anthony,36.4,37.3,9200,26.5
W. Carter,35.2,37.3,8400,31.75
D. Ayton,35.8,36.54,8200,32.5
M. Bridges,29.8,29.04,7600,24.5
F. Wagner,28.3,28.88,7000,17.25
J. Suggs,29.4,27.2,7400,45
M. Bamba,34.2,27.04,6600,17.25
J. Crowder,24.2,24.26,4400,23.25
G. Harris,19.1,22.02,4200,8.25
C. Johnson,20.2,20.49,4600,14.5
C. Okeke,23.9,20.32,4800,34
J. McGee,22.7,19.41,3800,22.25
T. Ross,20.6,19.02,2800,16.75
E. Payton,9,11.85,2200,33.5
T. Craig,16,7.19,5000,28.25
A. Holiday,0.2,5.79,3400,11.75
I. Wainright,0,3.11,1000,2
I. Brazdeikis,3.7,2.83,1000,5.5
A. Schofield,0.1,1.37,2000,4
R. Lopez,9,0,2400,4.25
K. Towns,47.4,49.20,10800,34.75
T. Haliburton,40.9,41.09,9400,57.25
A. Edwards,38.4,35.90,9000,61.25
D. Russell,37.4,35.19,8400,37.5
B. Hield,33.0,32.25,6800,28
C. Duarte,31.1,31.40,7000,2.25
O. Brissett,28.6,29.14,4800,47.25
J. Vanderbilt,25.8,26.77,5400,16.25
P. Beverley,27.0,25.85,6000,27
G. Bitadze,22.1,24.69,5800,18.25
J. Smith,25.1,22.85,2200,36
T. Taylor,12.1,22.31,6200,17.75
M. Beasley,17.4,18.14,3600,17
J. McDaniels,13.8,17.78,3200,17.5
L. Stephenson,18.0,15.39,3400,32.75
T. Prince,14.9,14.02,4000,0
D. Washington,13.3,14.00,4400,8.25
N. Reid,12.0,15.93,1800,25.75
T. Thompson,14.4,11.74,2800,4.75
J. McLaughlin,13.1,12.52,2000,10
J. Nowell,0.1,0.00,1000,0
L. James,49.7,49.99,10800,56
A. Davis,43.3,47.47,10000,29
D. Mitchell,42.7,41.06,9600,57.75
R. Westbrook,43.4,38.35,9400,32.75
R. Gobert,38.1,36.69,9000,23.75
M. Conley,29.4,28.00,6800,18
B. Bogdanovic,27.0,27.74,6600,18
M. Monk,26.5,27.93,6400,25.25
J. Clarkson,25.8,25.19,6000,17.25
T. Horton-Tucker,18.1,23.75,4600,21.75
R. O'Neale,20.3,20.33,4400,27.25
H. Whiteside,17.4,19.45,7000,21
S. Johnson,15.6,17.69,1600,12.5
T. Ariza,12.7,13.64,2400,7.25
A. Reaves,14.1,12.70,2800,19.5
E. Paschall,12.4,12.25,2200,6.75
T. Forrest,10.1,10.98,2000,15
U. Azubuike,0.0,6.85,3400,0
D. House Jr.,7.4,6.48,1200,4.5
N. Alexander-Walker,0.0,2.75,3000,0
W. Ellington,0.0,3.95,1000,6.5
J. Hernangomez,0.2,2.22,1400,0
J. Butler,0.0,2.01,1000,0
D. Howard,12.6,0.00,1800,10.25
K. Bazemore,0.1,0.00,1000,6.25
L. James,54.2,58.15,12800,49
J. Valanciunas,39.5,42.41,10000,39
C. McCollum,41.7,41.87,10800,47.75
R. Westbrook,41.0,42.32,10600,23.5
B. Ingram,38.3,40.59,9800,39.75
C. Anthony,25.3,25.28,6400,23.25
M. Monk,22.7,23.67,6800,7.25
J. Hayes,23.6,24.98,6200,27.25
T. Horton-Tucker,23.2,21.82,5400,18.25
D. Howard,26.3,23.64,2400,21.75
H. Jones,22.8,25.30,5000,28
D. Graham,22.7,22.86,4800,21.25
T. Snell,13.8,14.86,3800,20
A. Reaves,19.0,18.71,2800,2
S. Johnson,11.3,12.95,3200,8.25
W. Hernangomez,12.2,2.69,4600,5.25
J. Alvarado,9.3,9.27,1000,11.75
T. Ariza,13.1,12.25,2200,5
G. Temple,0.0,10.58,1000,0
N. Marshall,8.7,0.00,3400,15.5
G. Clark,0.0,1.72,1000,8.25
T. Murphy,0.0,1.50,1000,5
G. Antetokounmpo,59.1,58.79,12400,67
L. Ball,45.3,46.09,9600,34.5
J. Holiday,37.0,40.69,8600,43
K. Middleton,38.8,40.05,8400,29.5
M. Bridges,35.9,39.01,8000,19.25
B. Portis,36.9,35.43,7600,35
T. Rozier,37.6,34.50,8800,37
M. Harrell,30.3,26.38,6800,17
P. Washington,27.2,26.05,6200,22.5
M. Plumlee,20.7,24.11,5600,16.25
K. Oubre,23.9,24.09,6400,33.25
G. Allen,18.9,21.32,4200,15.25
S. Ibaka,19.1,18.02,4400,12.25
W. Matthews,12.7,14.94,1600,10.25
J. Thor,10.5,13.65,2200,10.25
C. Martin,11.2,13.56,3800,8
D. Bembry,9.7,8.95,2600,14.75
J. Nwora,12.2,6.88,3000,6
J. Carter,7.6,6.53,1000,17.75
J. Embiid,53.6,51.82,12200,43.75
J. Harden,52.1,46.69,11800,48.25
J. Allen,36.4,38.24,8200,32.75
D. Garland,38.7,36.17,8600,66.5
E. Mobley,32.9,33.51,8000,16.5
T. Harris,31.9,31.79,7600,23
T. Maxey,28.4,29.30,7200,52.5
